Dst Port,Flow Duration,Tot Fwd Pkts,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,Pkt Len Min
443,,66,,,,0,0,0,0,0,0,66
52470,,66,,,,0,0,0,0,0,0,66
443,,54,,,,0,0,0,0,0,0,54
443,,354,,,,0,0,0,0,0,0,354
52337,,74,,,,0,0,0,0,0,0,74
52470,,54,,,,0,0,0,0,0,0,54
52470,,1506,,,,0,0,0,0,0,0,1506
52470,,1506,,,,0,0,0,0,0,0,1506
52470,,1506,,,,0,0,0,0,0,0,1506
52470,,743,,,,0,0,0,0,0,0,743
443,,54,,,,0,0,0,0,0,0,54
443,,180,,,,0,0,0,0,0,0,180
52470,,328,,,,0,0,0,0,0,0,328
52470,,123,,,,0,0,0,0,0,0,123
443,,54,,,,0,0,0,0,0,0,54
443,,141,,,,0,0,0,0,0,0,141
443,,1487,,,,0,0,0,0,0,0,1487
443,,92,,,,0,0,0,0,0,0,92
443,,1494,,,,0,0,0,0,0,0,1494
443,,1494,,,,0,0,0,0,0,0,1494
443,,569,,,,0,0,0,0,0,0,569
52470,,92,,,,0,0,0,0,0,0,92
52470,,54,,,,0,0,0,0,0,0,54
52470,,96,,,,0,0,0,0,0,0,96
443,,54,,,,0,0,0,0,0,0,54
52470,,54,,,,0,0,0,0,0,0,54
52470,,1506,,,,0,0,0,0,0,0,1506
52470,,1506,,,,0,0,0,0,0,0,1506
52470,,1506,,,,0,0,0,0,0,0,1506
52470,,834,,,,0,0,0,0,0,0,834
52470,,92,,,,0,0,0,0,0,0,92
443,,54,,,,0,0,0,0,0,0,54
443,,54,,,,0,0,0,0,0,0,54
52470,,54,,,,0,0,0,0,0,0,54
443,,54,,,,0,0,0,0,0,0,54
443,,75,,,,0,0,0,0,0,0,75
52264,,86,,,,0,0,0,0,0,0,86
52391,,113,,,,0,0,0,0,0,0,113
443,,74,,,,0,0,0,0,0,0,74
52391,,98,,,,0,0,0,0,0,0,98
52391,,74,,,,0,0,0,0,0,0,74
443,,74,,,,0,0,0,0,0,0,74
443,,55,,,,0,0,0,0,0,0,55
49709,,54,,,,0,0,0,0,0,0,54
443,,54,,,,0,0,0,0,0,0,54
49709,,66,,,,0,0,0,0,0,0,66
443,,75,,,,0,0,0,0,0,0,75
52300,,86,,,,0,0,0,0,0,0,86
443,,75,,,,0,0,0,0,0,0,75
50516,,86,,,,0,0,0,0,0,0,86
53,,86,,,,0,0,0,0,0,0,86
53,,86,,,,0,0,0,0,0,0,86
53,,86,,,,0,0,0,0,0,0,86
52474,,86,,,,0,0,0,0,0,0,86
52475,,86,,,,0,0,0,0,0,0,86
52476,,86,,,,0,0,0,0,0,0,86
53,,74,,,,0,0,0,0,0,0,74
53,,74,,,,0,0,0,0,0,0,74
53,,74,,,,0,0,0,0,0,0,74
53,,76,,,,0,0,0,0,0,0,76
53,,106,,,,0,0,0,0,0,0,106
53,,76,,,,0,0,0,0,0,0,76
53,,106,,,,0,0,0,0,0,0,106
53,,76,,,,0,0,0,0,0,0,76
53,,106,,,,0,0,0,0,0,0,106
52476,,74,,,,0,0,0,0,0,0,74
52475,,74,,,,0,0,0,0,0,0,74
52475,,124,,,,0,0,0,0,0,0,124
52476,,149,,,,0,0,0,0,0,0,149
52474,,74,,,,0,0,0,0,0,0,74
52474,,136,,,,0,0,0,0,0,0,136
53,,74,,,,0,0,0,0,0,0,74
53,,74,,,,0,0,0,0,0,0,74
53,,74,,,,0,0,0,0,0,0,74
443,,86,,,,0,0,0,0,0,0,86
52474,,74,,,,0,0,0,0,0,0,74
52474,,74,,,,0,0,0,0,0,0,74
52476,,74,,,,0,0,0,0,0,0,74
52476,,74,,,,0,0,0,0,0,0,74
53,,74,,,,0,0,0,0,0,0,74
53,,74,,,,0,0,0,0,0,0,74
52475,,74,,,,0,0,0,0,0,0,74
52475,,74,,,,0,0,0,0,0,0,74
53,,74,,,,0,0,0,0,0,0,74
52477,,86,,,,0,0,0,0,0,0,86
443,,74,,,,0,0,0,0,0,0,74
443,,1506,,,,0,0,0,0,0,0,1506
